type	dep_arg_span	filler	insert_position	pred	casemk	answers
dep	[56, 9, 12]			[56, 13, 14]	o	['K', 'K', 'K', 'K', 'K']
dep	[57, 7, 11]			[57, 12, 12]	o	['K', 'K', 'K', 'K', 'K']
dep	[58, 19, 22]			[58, 23, 23]	ga	['K', 'K', 'K', 'K', 'K']
zero		医学校に	[59, 11]	[59, 29, 29]	ga	['D', 'A', 'D', 'E', 'A']
zero		デーニッツが	[60, 9]	[60, 21, 22]	ga	['A', 'A', 'D', 'A', 'A']
dep	[63, 0, 4]			[63, 18, 18]	ga	['H', 'H', 'H', 'K', 'K']
zero		東京大学によって	[64, 9]	[64, 29, 30]	ga	['D', 'A', 'D', 'K', 'A']
zero		私は	[65, 7]	[65, 35, 35]	ga	['F', 'F', 'F', 'A', 'A']
dep	[67, 17, 25]			[67, 32, 32]	o	['K', 'K', 'K', 'K', 'K']
dep	[68, 7, 10]			[68, 13, 13]	o	['H', 'K', 'K', 'K', 'K']
zero		私が	[69, 2]	[69, 9, 10]	ga	['A', 'A', 'A', 'A', 'A']
zero		私が	[70, 0]	[70, 11, 11]	ga	['A', 'A', 'D', 'D', 'D']
zero		私の兄が	[74, 14]	[74, 41, 41]	ga	['A', 'A', 'A', 'A', 'A']
zero		私の兄が	[75, 15]	[75, 38, 38]	ga	['A', 'A', 'A', 'A', 'A']
dep	[76, 20, 21]			[76, 22, 22]	o	['F', 'F', 'F', 'K', 'K']
dep	[77, 4, 5]			[77, 6, 6]	ga	['H', 'K', 'F', 'K', 'F']
dep	[78, 6, 8]			[78, 11, 11]	o	['K', 'K', 'K', 'K', 'K']
dep	[79, 5, 15]			[79, 16, 16]	ga	['K', 'K', 'K', 'K', 'K']
dep	[81, 17, 23]			[81, 27, 27]	ni	['K', 'K', 'K', 'K', 'K']
zero		私が	[82, 0]	[82, 0, 0]	ga	['D', 'A', 'A', 'E', 'D']
dep	[83, 0, 3]			[83, 8, 8]	ga	['K', 'K', 'K', 'K', 'K']
zero		兄が	[84, 11]	[84, 32, 32]	ga	['A', 'A', 'A', 'A', 'A']
dep	[85, 16, 17]			[85, 18, 18]	o	['K', 'K', 'K', 'K', 'K']
dep	[86, 14, 15]			[86, 16, 16]	ga	['D', 'D', 'D', 'F', 'F']
dep	[87, 3, 4]			[87, 5, 6]	ga	['K', 'H', 'K', 'K', 'H']
dep	[89, 18, 19]			[89, 20, 20]	o	['H', 'K', 'K', 'K', 'H']
dep	[90, 7, 14]			[90, 28, 28]	ga	['K', 'K', 'K', 'K', 'K']
zero		猟師が	[91, 12]	[91, 29, 29]	ga	['A', 'A', 'K', 'A', 'A']
