type	dep_arg_span	filler	insert_position	pred	casemk	answers
dep	[68, 0, 2]			[68, 3, 3]	ga	['K', 'K', 'K', 'K', 'K']
dep	[69, 20, 21]			[69, 22, 22]	o	['H', 'H', 'F', 'K', 'H']
dep	[70, 22, 29]			[70, 32, 32]	ga	['K', 'K', 'K', 'K', 'K']
dep	[71, 0, 2]			[71, 5, 5]	ga	['K', 'K', 'K', 'K', 'K']
dep	[73, 0, 2]			[73, 5, 5]	ga	['K', 'K', 'K', 'K', 'K']
dep	[75, 18, 27]			[75, 35, 36]	o	['H', 'K', 'K', 'K', 'J']
zero		江崎は	[76, 5]	[76, 11, 11]	o	['A', 'A', 'A', 'A', 'A']
zero		私は	[78, 4]	[78, 10, 10]	ga	['D', 'D', 'F', 'D', 'D']
dep	[79, 0, 2]			[79, 3, 3]	ga	['K', 'K', 'K', 'K', 'K']
zero		江崎が	[80, 2]	[80, 12, 12]	ga	['D', 'A', 'D', 'F', 'A']
dep	[81, 0, 2]			[81, 3, 3]	ga	['K', 'K', 'H', 'K', 'K']
zero		江崎が	[82, 7]	[82, 21, 21]	ga	['A', 'A', 'D', 'D', 'D']
dep	[83, 15, 16]			[83, 17, 17]	ga	['G', 'K', 'K', 'K', 'K']
dep	[84, 0, 2]			[84, 3, 3]	ga	['H', 'H', 'K', 'K', 'K']
dep	[85, 0, 5]			[85, 10, 10]	ni	['K', 'K', 'K', 'K', 'J']
dep	[86, 23, 24]			[86, 25, 25]	ga	['H', 'K', 'K', 'K', 'H']
dep	[87, 2, 3]			[87, 7, 7]	ga	['F', 'H', 'F', 'F', 'F']
dep	[89, 10, 14]			[89, 15, 15]	ga	['H', 'F', 'K', 'K', 'F']
dep	[90, 3, 4]			[90, 5, 5]	ga	['K', 'K', 'K', 'K', 'K']
dep	[91, 0, 1]			[91, 2, 2]	ga	['F', 'D', 'K', 'F', 'F']
dep	[92, 0, 2]			[92, 3, 3]	ga	['D', 'F', 'F', 'G', 'F']
zero		香保が	[93, 0]	[93, 2, 3]	ga	['D', 'D', 'D', 'D', 'F']
dep	[94, 7, 8]			[94, 9, 9]	ga	['F', 'F', 'G', 'G', 'F']
zero		香保が	[95, 0]	[95, 2, 2]	ga	['D', 'D', 'D', 'F', 'D']
dep	[96, 21, 22]			[96, 23, 23]	o	['F', 'H', 'F', 'K', 'F']
zero		香保が	[97, 2]	[97, 8, 8]	ga	['A', 'A', 'A', 'D', 'A']
zero		二人の間の愛の形見が	[98, 8]	[98, 21, 21]	ga	['A', 'A', 'D', 'A', 'A']
zero		香保に	[99, 3]	[99, 8, 8]	ga	['D', 'H', 'F', 'D', 'D']
dep	[102, 14, 18]			[102, 19, 20]	o	['F', 'K', 'K', 'K', 'J']
zero		高木が	[104, 0]	[104, 21, 21]	ga	['A', 'A', 'D', 'D', 'D']
dep	[105, 0, 2]			[105, 3, 4]	ga	['H', 'H', 'K', 'G', 'F']
zero		青柳が	[107, 1]	[107, 3, 4]	ga	['A', 'A', 'A', 'A', 'A']
dep	[108, 0, 3]			[108, 6, 6]	ga	['K', 'K', 'K', 'K', 'K']
zero		ピッケルを	[110, 6]	[110, 19, 20]	o	['A', 'A', 'F', 'D', 'A']
dep	[111, 4, 7]			[111, 8, 8]	ga	['F', 'K', 'F', 'K', 'F']
zero		私は	[112, 8]	[112, 19, 19]	ga	['A', 'A', 'D', 'D', 'D']
dep	[115, 6, 7]			[115, 10, 10]	ga	['H', 'K', 'K', 'F', 'F']
dep	[116, 6, 7]			[116, 10, 10]	ga	['D', 'F', 'F', 'K', 'F']
dep	[117, 0, 2]			[117, 3, 3]	ga	['K', 'K', 'K', 'K', 'K']
