type	dep_arg_span	filler	insert_position	pred	casemk	answers
zero		私が	[37, 6]	[37, 19, 19]	ni	['D', 'A', 'A', 'A', 'A']
dep	[38, 0, 1]			[38, 2, 2]	ga	['F', 'F', 'F', 'G', 'F']
dep	[39, 21, 23]			[39, 24, 24]	o	['K', 'K', 'K', 'K', 'K']
dep	[41, 13, 14]			[41, 15, 15]	ga	['K', 'G', 'J', 'K', 'G']
dep	[42, 28, 30]			[42, 31, 31]	ni	['I', 'K', 'K', 'G', 'J']
zero		人に	[43, 12]	[43, 25, 25]	ni	['F', 'F', 'F', 'D', 'D']
dep	[44, 11, 12]			[44, 13, 14]	ga	['G', 'G', 'K', 'G', 'G']
dep	[46, 22, 23]			[46, 24, 24]	ga	['F', 'F', 'H', 'F', 'F']
dep	[47, 0, 1]			[47, 5, 5]	ga	['F', 'F', 'D', 'G', 'F']
dep	[48, 7, 7]			[48, 8, 8]	ga	['D', 'F', 'F', 'F', 'D']
dep	[51, 0, 2]			[51, 3, 4]	ga	['F', 'D', 'F', 'F', 'F']
zero		自分が	[52, 0]	[52, 2, 2]	ni	['D', 'F', 'D', 'D', 'D']
zero		自分が	[55, 3]	[55, 6, 7]	ga	['D', 'D', 'D', 'D', 'D']
dep	[56, 10, 11]			[56, 12, 12]	ga	['F', 'F', 'F', 'D', 'F']
dep	[57, 0, 3]			[57, 4, 4]	o	['K', 'K', 'K', 'K', 'J']
dep	[58, 0, 1]			[58, 2, 2]	o	['G', 'D', 'F', 'K', 'G']
dep	[60, 2, 3]			[60, 4, 5]	ga	['D', 'D', 'D', 'F', 'F']
dep	[61, 3, 14]			[61, 17, 17]	ga	['K', 'K', 'K', 'J', 'F']
dep	[62, 0, 3]			[62, 23, 23]	ga	['F', 'K', 'K', 'K', 'H']
dep	[63, 65, 68]			[63, 69, 69]	o	['K', 'K', 'K', 'K', 'K']
dep	[64, 1, 4]			[64, 12, 12]	ga	['H', 'K', 'K', 'K', 'F']
dep	[65, 25, 26]			[65, 27, 27]	ga	['K', 'K', 'K', 'K', 'J']
dep	[66, 8, 15]			[66, 18, 18]	o	['K', 'K', 'K', 'K', 'K']
dep	[67, 3, 11]			[67, 15, 15]	o	['K', 'J', 'K', 'K', 'G']
dep	[69, 1, 2]			[69, 3, 3]	ga	['K', 'K', 'K', 'K', 'K']
dep	[70, 6, 7]			[70, 8, 8]	ga	['D', 'G', 'D', 'D', 'A']
zero		素人のボランティアが	[71, 2]	[71, 13, 13]	ga	['F', 'H', 'K', 'G', 'E']
zero		私が	[72, 6]	[72, 22, 22]	ga	['A', 'A', 'A', 'A', 'A']
dep	[73, 36, 38]			[73, 39, 39]	ga	['K', 'K', 'K', 'K', 'K']
zero		私が	[74, 1]	[74, 7, 7]	ga	['A', 'A', 'A', 'A', 'A']
dep	[75, 4, 6]			[75, 9, 9]	ga	['K', 'D', 'F', 'K', 'F']
dep	[76, 16, 17]			[76, 20, 20]	ga	['F', 'F', 'F', 'F', 'F']
zero		私が	[77, 1]	[77, 6, 6]	ga	['D', 'A', 'D', 'D', 'D']
zero		彼女が	[79, 0]	[79, 2, 3]	ga	['D', 'F', 'F', 'A', 'D']
zero		私が	[80, 7]	[80, 22, 22]	ga	['A', 'A', 'D', 'A', 'A']
dep	[81, 8, 11]			[81, 12, 12]	ga	['K', 'K', 'K', 'K', 'K']
zero		私が	[82, 13]	[82, 32, 32]	ga	['D', 'A', 'A', 'A', 'A']
dep	[83, 6, 15]			[83, 20, 20]	ga	['K', 'K', 'J', 'K', 'K']
dep	[84, 0, 12]			[84, 15, 15]	ga	['K', 'K', 'K', 'K', 'G']
dep	[86, 1, 4]			[86, 5, 5]	o	['K', 'K', 'K', 'K', 'K']
zero		私が	[87, 4]	[87, 8, 8]	ga	['D', 'A', 'D', 'A', 'A']
dep	[88, 11, 16]			[88, 17, 17]	ga	['K', 'K', 'K', 'K', 'K']
zero		私が	[89, 1]	[89, 4, 5]	ga	['F', 'A', 'D', 'D', 'D']
zero		中の人達が	[90, 4]	[90, 11, 11]	ga	['A', 'A', 'A', 'D', 'A']
zero		マザーの施設が	[91, 2]	[91, 8, 8]	o	['A', 'A', 'A', 'A', 'A']
zero		今から帰国するというツーリストが	[92, 7]	[92, 17, 17]	ga	['A', 'A', 'A', 'A', 'A']
zero		無償で働いている人が	[94, 13]	[94, 33, 33]	ga	['A', 'A', 'A', 'A', 'A']
dep	[95, 3, 4]			[95, 5, 5]	ga	['K', 'K', 'K', 'K', 'K']
dep	[98, 18, 20]			[98, 23, 23]	ga	['K', 'D', 'J', 'K', 'G']
zero		自分が	[99, 1]	[99, 3, 3]	ga	['A', 'A', 'A', 'A', 'A']
zero		皆が	[101, 14]	[101, 37, 37]	ga	['A', 'A', 'D', 'A', 'A']
zero		自分が	[102, 3]	[102, 7, 7]	ga	['A', 'A', 'A', 'A', 'A']
dep	[103, 0, 2]			[103, 16, 16]	ga	['D', 'K', 'F', 'K', 'F']
zero		シスター達が	[104, 1]	[104, 4, 4]	ga	['A', 'A', 'A', 'A', 'A']
dep	[105, 6, 7]			[105, 8, 8]	ga	['K', 'K', 'K', 'K', 'K']
zero		美しく明るい人が	[106, 1]	[106, 1, 1]	ga	['A', 'A', 'A', 'A', 'A']
zero		自分が	[107, 5]	[107, 20, 20]	ga	['D', 'A', 'A', 'D', 'A']
dep	[109, 1, 3]			[109, 7, 7]	ga	['H', 'F', 'F', 'F', 'F']
zero		自分が	[110, 2]	[110, 7, 7]	ga	['D', 'A', 'D', 'D', 'A']
zero		粗末な机とベッドが	[111, 1]	[111, 2, 2]	ga	['A', 'A', 'A', 'A', 'A']
zero		私が	[112, 5]	[112, 16, 16]	ga	['D', 'A', 'A', 'A', 'D']
zero		彼女達が	[113, 3]	[113, 9, 9]	ga	['A', 'A', 'A', 'A', 'A']
dep	[114, 0, 2]			[114, 4, 4]	ga	['H', 'H', 'F', 'G', 'F']
dep	[116, 15, 21]			[116, 25, 25]	o	['K', 'K', 'K', 'K', 'K']
dep	[117, 0, 5]			[117, 6, 6]	ga	['K', 'K', 'G', 'K', 'F']
zero		皆が	[118, 3]	[118, 8, 8]	ga	['A', 'A', 'A', 'A', 'A']
dep	[121, 20, 26]			[121, 27, 27]	o	['K', 'H', 'K', 'K', 'H']
zero		私が	[122, 10]	[122, 26, 26]	ga	['D', 'A', 'A', 'A', 'A']
zero		そこに	[123, 7]	[123, 16, 16]	ni	['E', 'A', 'D', 'A', 'A']
zero		皆に	[124, 20]	[124, 39, 39]	o	['A', 'A', 'D', 'A', 'A']
zero		彼女が	[126, 16]	[126, 31, 31]	ga	['A', 'A', 'A', 'A', 'A']
zero		自分が	[128, 0]	[128, 3, 3]	ga	['D', 'A', 'A', 'D', 'A']
dep	[130, 0, 8]			[130, 9, 9]	ga	['K', 'K', 'K', 'K', 'J']
dep	[132, 0, 1]			[132, 4, 4]	ga	['K', 'K', 'K', 'K', 'K']
dep	[134, 0, 3]			[134, 4, 4]	ga	['K', 'H', 'K', 'K', 'H']
dep	[135, 5, 6]			[135, 7, 8]	ni	['F', 'F', 'F', 'K', 'F']
dep	[137, 3, 3]			[137, 19, 19]	ga	['D', 'H', 'H', 'K', 'K']
zero		私が	[138, 2]	[138, 5, 5]	ga	['A', 'A', 'A', 'A', 'A']
zero		私が	[139, 1]	[139, 9, 9]	ga	['A', 'A', 'A', 'A', 'A']
zero		まるで今から未来を切り開いていこうとしているような若い男が	[140, 3]	[140, 5, 5]	ga	['A', 'A', 'A', 'A', 'A']
dep	[141, 16, 17]			[141, 18, 18]	ga	['G', 'E', 'J', 'H', 'G']
zero		自分が	[142, 5]	[142, 17, 17]	ga	['A', 'A', 'A', 'A', 'A']
dep	[144, 0, 6]			[144, 10, 10]	ga	['K', 'K', 'K', 'K', 'K']
zero		マザーが	[145, 3]	[145, 8, 8]	ga	['A', 'A', 'A', 'A', 'A']
zero		私が	[146, 6]	[146, 20, 21]	ga	['A', 'A', 'A', 'A', 'A']
dep	[147, 0, 2]			[147, 3, 3]	ga	['K', 'H', 'F', 'K', 'G']
dep	[148, 12, 13]			[148, 14, 14]	ga	['I', 'G', 'J', 'I', 'G']
dep	[150, 21, 24]			[150, 28, 28]	o	['K', 'K', 'K', 'K', 'G']
zero		これ程のことをやっている人が	[151, 4]	[151, 11, 11]	ga	['A', 'A', 'A', 'A', 'A']
dep	[154, 1, 4]			[154, 5, 5]	ga	['K', 'H', 'K', 'K', 'I']
dep	[155, 0, 1]			[155, 3, 3]	ga	['F', 'F', 'F', 'D', 'F']
dep	[156, 7, 11]			[156, 13, 13]	ga	['K', 'K', 'K', 'K', 'K']
dep	[157, 0, 1]			[157, 10, 10]	ga	['F', 'D', 'F', 'F', 'F']
zero		彼女が	[158, 3]	[158, 12, 13]	ga	['A', 'A', 'D', 'A', 'A']
zero		イエス様が	[160, 5]	[160, 10, 10]	ga	['A', 'A', 'D', 'A', 'A']
dep	[161, 6, 8]			[161, 13, 13]	ga	['H', 'F', 'I', 'F', 'F']
dep	[162, 2, 5]			[162, 6, 6]	ga	['K', 'H', 'F', 'K', 'G']
zero		私が	[164, 0]	[164, 9, 9]	ga	['D', 'A', 'A', 'A', 'A']
zero		私が	[165, 9]	[165, 20, 20]	ga	['A', 'A', 'A', 'A', 'A']
dep	[167, 0, 0]			[167, 8, 8]	ga	['D', 'F', 'F', 'G', 'F']
dep	[168, 0, 0]			[168, 8, 8]	ga	['D', 'A', 'F', 'D', 'F']
dep	[170, 4, 7]			[170, 10, 10]	ga	['K', 'K', 'K', 'K', 'K']
zero		私が	[171, 2]	[171, 5, 5]	ga	['A', 'F', 'D', 'D', 'D']
zero		トイレに	[172, 7]	[172, 17, 17]	ni	['A', 'A', 'A', 'A', 'A']
dep	[173, 0, 5]			[173, 6, 6]	ga	['K', 'K', 'K', 'K', 'K']
dep	[174, 12, 13]			[174, 14, 14]	o	['K', 'K', 'K', 'K', 'J']
dep	[175, 5, 6]			[175, 8, 8]	ga	['F', 'F', 'D', 'K', 'F']
dep	[176, 19, 20]			[176, 23, 23]	ga	['F', 'I', 'F', 'K', 'F']
dep	[177, 4, 7]			[177, 8, 8]	ga	['H', 'I', 'H', 'K', 'H']
zero		私が	[179, 2]	[179, 4, 4]	ga	['A', 'A', 'A', 'A', 'A']
zero		私が	[181, 1]	[181, 2, 2]	ga	['A', 'A', 'A', 'A', 'A']
dep	[182, 0, 3]			[182, 6, 6]	ga	['F', 'F', 'G', 'F', 'F']
dep	[183, 0, 3]			[183, 5, 5]	ga	['D', 'A', 'D', 'F', 'F']
dep	[185, 0, 2]			[185, 6, 6]	ga	['F', 'F', 'F', 'F', 'F']
zero		私達が	[188, 2]	[188, 9, 9]	ga	['A', 'A', 'A', 'A', 'A']
dep	[190, 0, 8]			[190, 9, 9]	ga	['K', 'K', 'K', 'K', 'K']
dep	[191, 2, 3]			[191, 5, 5]	ga	['K', 'K', 'J', 'K', 'G']
zero		人間が	[192, 2]	[192, 11, 11]	ga	['A', 'A', 'A', 'A', 'A']
dep	[193, 0, 3]			[193, 9, 9]	ga	['I', 'J', 'K', 'I', 'I']
dep	[194, 0, 1]			[194, 2, 2]	ga	['H', 'J', 'K', 'K', 'H']
zero		私が	[197, 5]	[197, 14, 14]	ni	['D', 'A', 'A', 'A', 'A']
dep	[198, 5, 8]			[198, 11, 11]	ga	['K', 'K', 'I', 'K', 'G']
dep	[199, 1, 11]			[199, 16, 16]	ga	['K', 'K', 'K', 'K', 'K']
dep	[200, 3, 12]			[200, 18, 18]	o	['K', 'K', 'K', 'K', 'G']
zero		世の中に貧しさで苦しんでいる人がいることが	[201, 12]	[201, 27, 27]	ga	['A', 'A', 'A', 'A', 'A']
dep	[202, 24, 26]			[202, 27, 27]	ni	['I', 'F', 'I', 'I', 'F']
zero		生きているやら死んでいるやら分からないような人が	[203, 13]	[203, 37, 37]	ga	['A', 'A', 'A', 'A', 'A']
dep	[205, 0, 3]			[205, 15, 15]	ga	['K', 'K', 'F', 'K', 'K']
zero		彼女が	[207, 1]	[207, 2, 2]	ga	['A', 'A', 'A', 'A', 'A']
dep	[208, 13, 14]			[208, 15, 15]	ni	['K', 'H', 'K', 'J', 'G']
zero		周りにいた百人程もの人達が	[209, 1]	[209, 8, 8]	ga	['A', 'A', 'A', 'A', 'A']
dep	[210, 18, 21]			[210, 25, 25]	ni	['I', 'I', 'I', 'I', 'A']
dep	[211, 0, 1]			[211, 13, 13]	ga	['F', 'F', 'F', 'G', 'F']
dep	[212, 44, 45]			[212, 47, 47]	ga	['K', 'H', 'F', 'K', 'K']
zero		人々が	[213, 1]	[213, 2, 2]	ga	['E', 'F', 'D', 'K', 'D']
dep	[214, 3, 16]			[214, 17, 18]	ga	['K', 'K', 'K', 'K', 'K']
dep	[216, 15, 16]			[216, 17, 17]	o	['G', 'H', 'F', 'K', 'J']
zero		川や共同の井戸の水を使えないカーストの人達が	[217, 6]	[217, 12, 12]	ga	['A', 'A', 'A', 'A', 'A']
dep	[219, 29, 34]			[219, 35, 35]	o	['K', 'K', 'K', 'K', 'K']
zero		一片のパパイアが	[220, 3]	[220, 7, 7]	ga	['A', 'A', 'A', 'A', 'A']
zero		彼女が	[222, 1]	[222, 11, 11]	ga	['A', 'A', 'A', 'A', 'A']
dep	[223, 4, 8]			[223, 18, 18]	o	['F', 'H', 'K', 'D', 'F']
zero		彼女が	[224, 6]	[224, 18, 18]	ga	['A', 'A', 'A', 'A', 'A']
zero		人々に	[225, 2]	[225, 3, 4]	ga	['A', 'A', 'G', 'A', 'A']
zero		彼女が	[226, 0]	[226, 2, 2]	ga	['A', 'A', 'A', 'D', 'A']
dep	[227, 2, 3]			[227, 4, 4]	ni	['F', 'H', 'F', 'K', 'F']
dep	[229, 1, 3]			[229, 4, 4]	ga	['I', 'H', 'J', 'F', 'I']
zero		人が	[231, 1]	[231, 3, 3]	ga	['G', 'A', 'A', 'E', 'D']
dep	[232, 0, 12]			[232, 16, 16]	ga	['K', 'K', 'K', 'K', 'K']
zero		インド人が	[233, 0]	[233, 0, 0]	ga	['E', 'A', 'A', 'B', 'A']
zero		人が	[235, 0]	[235, 3, 3]	ga	['A', 'A', 'D', 'D', 'A']
dep	[237, 5, 6]			[237, 7, 7]	ga	['H', 'F', 'F', 'F', 'F']
dep	[242, 2, 4]			[242, 12, 12]	ga	['K', 'K', 'K', 'K', 'K']
dep	[243, 8, 12]			[243, 13, 13]	ga	['K', 'K', 'K', 'K', 'K']
zero		私達が	[244, 5]	[244, 14, 14]	ga	['A', 'A', 'A', 'A', 'A']
dep	[245, 30, 32]			[245, 33, 34]	ni	['K', 'K', 'K', 'G', 'G']
zero		彼女が	[246, 6]	[246, 11, 11]	ga	['A', 'A', 'A', 'A', 'A']
dep	[247, 16, 17]			[247, 18, 18]	ga	['K', 'K', 'K', 'K', 'K']
zero		マザーが	[248, 3]	[248, 10, 10]	ga	['A', 'A', 'A', 'A', 'A']
zero		マザーが	[249, 2]	[249, 4, 4]	ga	['A', 'A', 'A', 'A', 'A']
zero		誰からも見捨てられたまま死んでいく人を	[251, 1]	[251, 3, 3]	o	['A', 'A', 'A', 'A', 'A']
dep	[252, 24, 29]			[252, 30, 30]	o	['K', 'K', 'K', 'K', 'K']
dep	[253, 2, 3]			[253, 5, 5]	ga	['D', 'F', 'D', 'F', 'F']
zero		シスター達が	[255, 8]	[255, 17, 17]	ga	['A', 'A', 'A', 'A', 'A']
dep	[257, 0, 4]			[257, 5, 5]	ga	['K', 'K', 'K', 'K', 'K']
dep	[258, 0, 5]			[258, 6, 7]	ga	['K', 'K', 'K', 'K', 'J']
