type	dep_arg_span	filler	insert_position	pred	casemk	answers
zero		タクシーが	[64, 9]	[64, 27, 27]	ga	['D', 'D', 'D', 'D', 'A']
dep	[66, 25, 26]			[66, 29, 29]	o	['H', 'H', 'K', 'K', 'F']
dep	[67, 0, 1]			[67, 4, 4]	ga	['誤植', '誤植', '誤植', '誤植', '誤植']
dep	[69, 21, 22]			[69, 23, 23]	ni	['K', 'D', 'K', 'K', 'G']
zero		運転手が	[72, 2]	[72, 5, 5]	ga	['A', 'A', 'A', 'A', 'A']
dep	[75, 18, 20]			[75, 21, 21]	o	['K', 'K', 'K', 'K', 'K']
zero		正樹と嘉子が	[76, 7]	[76, 16, 16]	ga	['A', 'A', 'A', 'A', 'A']
dep	[77, 0, 11]			[77, 15, 15]	o	['K', 'K', 'K', 'K', 'K']
dep	[78, 0, 1]			[78, 4, 4]	ga	['H', 'K', 'F', 'K', 'K']
dep	[79, 13, 14]			[79, 22, 23]	ga	['K', 'F', 'F', 'H', 'F']
dep	[80, 5, 6]			[80, 7, 7]	ga	['K', 'K', 'K', 'K', 'J']
zero		志津が	[81, 21]	[81, 53, 53]	ga	['D', 'D', 'D', 'A', 'C']
zero		正樹は	[83, 0]	[83, 3, 3]	ga	['A', 'A', 'A', 'A', 'A']
zero		私が	[84, 5]	[84, 12, 12]	ga	['D', 'A', 'C', 'A', 'A']
zero		私が	[85, 2]	[85, 3, 3]	ga	['D', 'A', 'G', 'D', 'A']
zero		嘉子は	[86, 0]	[86, 1, 1]	ga	['A', 'A', 'D', 'A', 'A']
zero		嘉子が	[87, 4]	[87, 11, 11]	ga	['A', 'A', 'A', 'A', 'A']
dep	[88, 5, 7]			[88, 9, 10]	ga	['F', 'F', 'I', 'K', 'F']
dep	[89, 2, 3]			[89, 6, 6]	ga	['K', 'K', 'K', 'K', 'K']
dep	[90, 8, 9]			[90, 10, 10]	ga	['K', 'K', 'K', 'K', 'K']
zero		志津が	[91, 3]	[91, 8, 8]	ga	['A', 'A', 'A', 'A', 'A']
dep	[92, 14, 20]			[92, 21, 21]	o	['K', 'K', 'K', 'K', 'K']
dep	[93, 14, 17]			[93, 18, 18]	o	['K', 'H', 'K', 'K', 'K']
dep	[94, 6, 9]			[94, 10, 10]	ga	['K', 'K', 'K', 'K', 'K']
zero		三宝さんが	[95, 4]	[95, 9, 9]	ga	['A', 'A', 'A', 'A', 'A']
dep	[96, 0, 2]			[96, 6, 6]	ga	['F', 'H', 'K', 'K', 'K']
dep	[97, 36, 37]			[97, 38, 38]	o	['K', 'K', 'K', 'K', 'H']
dep	[98, 3, 4]			[98, 6, 6]	ga	['F', 'D', 'D', 'K', 'F']
dep	[99, 9, 11]			[99, 13, 13]	ga	['K', 'H', 'K', 'K', 'G']
zero		私が	[100, 4]	[100, 13, 13]	ga	['D', 'A', 'C', 'D', 'A']
dep	[101, 6, 12]			[101, 13, 13]	ni	['K', 'K', 'K', 'K', 'K']
zero		竹下通りに	[102, 4]	[102, 13, 13]	ni	['A', 'A', 'A', 'A', 'A']
zero		嘉子が	[103, 2]	[103, 5, 5]	ga	['A', 'A', 'A', 'A', 'A']
dep	[104, 11, 12]			[104, 13, 13]	ni	['K', 'K', 'K', 'K', 'K']
dep	[105, 0, 2]			[105, 6, 6]	ga	['K', 'K', 'K', 'K', 'K']
dep	[107, 0, 5]			[107, 6, 6]	ga	['K', 'H', 'H', 'K', 'F']
zero		お母さんは	[108, 0]	[108, 0, 0]	ga	['F', 'A', 'D', 'D', 'A']
dep	[110, 0, 2]			[110, 7, 7]	ga	['H', 'K', 'F', 'K', 'K']
dep	[111, 0, 4]			[111, 7, 7]	ga	['K', 'K', 'K', 'G', 'K']
dep	[112, 5, 6]			[112, 7, 7]	ga	['K', 'K', 'K', 'D', 'F']
zero		僕が	[113, 4]	[113, 16, 16]	ga	['D', 'A', 'D', 'L', 'C']
zero		私も	[114, 5]	[114, 15, 15]	ga	['F', 'C', 'F', 'F', 'D']
dep	[115, 0, 2]			[115, 5, 5]	ga	['H', 'F', 'F', 'F', 'F']
dep	[117, 0, 2]			[117, 7, 7]	ga	['H', 'F', 'F', 'K', 'F']
dep	[118, 2, 5]			[118, 8, 8]	ga	['K', 'K', 'K', 'F', 'K']
zero		四人は	[119, 0]	[119, 8, 8]	ga	['F', 'F', 'K', 'K', 'E']
dep	[120, 0, 17]			[120, 24, 24]	ni	['K', 'K', 'K', 'K', 'K']
dep	[121, 17, 18]			[121, 19, 19]	ga	['K', 'K', 'K', 'D', 'K']
zero		美術館の展示物に	[122, 2]	[122, 6, 6]	ga	['F', 'E', 'F', 'K', 'A']
dep	[123, 2, 3]			[123, 4, 5]	ga	['K', 'K', 'K', 'K', 'K']
zero		正樹が	[124, 1]	[124, 5, 6]	ga	['A', 'A', 'A', 'A', 'A']
dep	[125, 1, 4]			[125, 5, 5]	ga	['K', 'K', 'J', 'K', 'K']
dep	[127, 0, 1]			[127, 11, 12]	ga	['F', 'K', 'F', 'K', 'H']
zero		正樹が	[128, 2]	[128, 5, 5]	ga	['D', 'A', 'D', 'D', 'C']
dep	[129, 0, 2]			[129, 5, 5]	ga	['K', 'K', 'F', 'K', 'F']
zero		自分が	[130, 2]	[130, 9, 9]	ga	['A', 'A', 'C', 'A', 'A']
zero		正樹が	[132, 2]	[132, 5, 5]	ga	['A', 'A', 'A', 'A', 'A']
zero		四人が	[134, 0]	[134, 4, 4]	ga	['A', 'F', 'A', 'D', 'D']
dep	[137, 0, 2]			[137, 3, 3]	ga	['K', 'K', 'K', 'K', 'K']
zero		幼い日の名取の家に	[138, 7]	[138, 20, 20]	ni	['E', 'A', 'A', 'D', 'D']
dep	[139, 12, 16]			[139, 19, 19]	ga	['F', 'F', 'F', 'F', 'F']
dep	[141, 0, 2]			[141, 5, 5]	ga	['H', 'F', 'F', 'F', 'F']
dep	[143, 0, 2]			[143, 3, 3]	ga	['F', 'F', 'D', 'K', 'K']
dep	[146, 13, 16]			[146, 17, 17]	ni	['K', 'K', 'K', 'K', 'K']
dep	[147, 0, 4]			[147, 5, 6]	ga	['K', 'K', 'K', 'K', 'K']
zero		私たちが	[148, 3]	[148, 9, 9]	ga	['A', 'D', 'A', 'D', 'A']
dep	[149, 44, 46]			[149, 49, 49]	ga	['F', 'F', 'K', 'K', 'K']
dep	[150, 0, 3]			[150, 4, 4]	ga	['K', 'K', 'H', 'K', 'H']
dep	[151, 0, 2]			[151, 3, 3]	ga	['K', 'H', 'F', 'H', 'H']
dep	[153, 14, 15]			[153, 20, 20]	ga	['F', 'K', 'K', 'K', 'K']
zero		嘉子が	[155, 1]	[155, 5, 5]	ga	['A', 'A', 'A', 'A', 'A']
zero		志津が	[161, 6]	[161, 16, 16]	ga	['A', 'A', 'A', 'A', 'A']
zero		目鼻立ちのはっきりした初老の―と言っても実際の年齢より随分若く見える―婦人を	[165, 3]	[165, 13, 14]	o	['A', 'A', 'A', 'A', 'A']
zero		私たちが	[166, 2]	[166, 9, 9]	ga	['D', 'A', 'A', 'D', 'D']
zero		志津が	[167, 2]	[167, 10, 10]	ga	['D', 'D', 'D', 'D', 'K']
zero		志津が	[170, 16]	[170, 40, 40]	ga	['D', 'A', 'A', 'D', 'A']
zero		志津が	[171, 2]	[171, 2, 2]	ga	['D', 'A', 'D', 'D', 'D']
zero		　志津が	[172, 8]	[172, 19, 19]	ga	['A', 'A', 'A', 'A', 'A']
dep	[173, 6, 7]			[173, 11, 11]	ga	['K', 'H', 'K', 'K', 'J']
zero		　志津が	[175, 1]	[175, 4, 4]	ga	['A', 'A', 'A', 'D', 'D']
zero		　正樹が	[176, 3]	[176, 11, 11]	ga	['A', 'A', 'A', 'A', 'A']
dep	[177, 7, 10]			[177, 22, 22]	ga	['K', 'K', 'D', 'D', 'K']
zero		四人が	[178, 3]	[178, 5, 6]	ga	['D', 'D', 'A', 'D', 'A']
zero		四人が	[179, 0]	[179, 3, 3]	ga	['D', 'D', 'A', 'E', 'A']
dep	[180, 22, 25]			[180, 28, 28]	ga	['K', 'K', 'K', 'K', 'K']
zero		自分が	[181, 1]	[181, 13, 14]	ga	['D', 'A', 'A', 'D', 'D']
zero		四人が	[182, 6]	[182, 17, 17]	ga	['D', 'D', 'D', 'D', 'A']
dep	[186, 0, 2]			[186, 7, 7]	ga	['H', 'F', 'F', 'K', 'K']
dep	[188, 8, 9]			[188, 10, 10]	o	['K', 'K', 'K', 'K', 'J']
zero		正樹が	[189, 6]	[189, 22, 22]	ga	['F', 'A', 'D', 'F', 'D']
dep	[191, 0, 2]			[191, 5, 5]	ga	['F', 'F', 'F', 'F', 'F']
zero		私たちが	[192, 2]	[192, 8, 8]	ga	['A', 'A', 'A', 'A', 'A']
zero		信号に	[193, 2]	[193, 4, 4]	ga	['G', 'D', 'F', 'G', 'E']
dep	[194, 22, 23]			[194, 24, 24]	ga	['K', 'K', 'H', 'K', 'K']
zero		あの人が	[196, 1]	[196, 4, 4]	ga	['A', 'A', 'C', 'A', 'A']
dep	[197, 21, 23]			[197, 26, 26]	ga	['K', 'K', 'K', 'H', 'K']
zero		志津が	[198, 1]	[198, 2, 2]	ga	['D', 'A', 'A', 'A', 'A']
dep	[199, 3, 5]			[199, 8, 8]	ga	['H', 'F', 'D', 'F', 'G']
zero		志津が	[201, 10]	[201, 23, 23]	ga	['D', 'D', 'J', 'D', 'D']
dep	[202, 0, 16]			[202, 17, 17]	o	['K', 'K', 'K', 'K', 'K']
dep	[203, 4, 7]			[203, 12, 12]	ga	['F', 'F', 'F', 'K', 'F']
zero		私が	[205, 1]	[205, 2, 2]	ga	['D', 'A', 'D', 'D', 'C']
zero		父は	[206, 14]	[206, 35, 35]	ga	['D', 'A', 'F', 'A', 'A']
zero		親を	[207, 7]	[207, 19, 19]	o	['A', 'A', 'A', 'A', 'A']
zero		子供が	[208, 6]	[208, 19, 19]	ga	['A', 'F', 'A', 'A', 'A']
dep	[209, 13, 14]			[209, 17, 17]	ni	['F', 'D', 'D', 'D', 'F']
zero		自分が	[211, 11]	[211, 27, 27]	ga	['D', 'A', 'A', 'A', 'A']
zero		自分が	[212, 3]	[212, 6, 6]	ga	['D', 'A', 'A', 'D', 'A']
dep	[213, 4, 5]			[213, 9, 9]	ga	['K', 'K', 'K', 'K', 'F']
dep	[215, 9, 10]			[215, 12, 12]	ga	['k', 'K', 'K', 'K', 'G']
zero		自分は	[216, 32]	[216, 84, 84]	ga	['F', 'A', 'D', 'A', 'D']
zero		志津が	[217, 0]	[217, 1, 1]	ga	['D', 'A', 'D', 'D', 'A']
dep	[218, 7, 11]			[218, 12, 12]	ga	['K', 'K', 'K', 'K', 'K']
dep	[220, 2, 3]			[220, 8, 8]	ga	['E', 'G', 'E', 'K', 'G']
dep	[221, 0, 53]			[221, 66, 66]	ga	['K', 'K', 'K', 'K', 'K']
