type	dep_arg_span	filler	insert_position	pred	casemk	answers
dep	[89, 4, 9]			[89, 10, 10]	o	['I', 'K', 'K', 'K', 'K']
zero		わたしが	[90, 8]	[90, 20, 20]	ga	['A', 'A', 'A', 'A', 'A']
zero		わたしが	[91, 0]	[91, 2, 2]	ga	['A', 'A', 'A', 'A', 'A']
zero		わたしが	[92, 10]	[92, 20, 20]	ga	['A', 'A', 'A', 'A', 'A']
dep	[93, 0, 5]			[93, 6, 6]	o	['K', 'K', 'K', 'K', 'K']
zero		わたしが	[94, 5]	[94, 11, 11]	ga	['A', 'A', 'A', 'A', 'A']
zero		わたしが	[95, 3]	[95, 8, 8]	ga	['A', 'A', 'A', 'D', 'A']
zero		私が	[97, 1]	[97, 4, 4]	ga	['A', 'D', 'D', 'F', 'D']
zero		あなたが	[98, 4]	[98, 13, 14]	ga	['A', 'A', 'D', 'A', 'A']
zero		自分が	[101, 9]	[101, 20, 20]	ga	['A', 'A', 'A', 'A', 'A']
dep	[102, 29, 39]			[102, 40, 40]	o	['K', 'K', 'K', 'K', 'K']
dep	[103, 0, 2]			[103, 9, 9]	ga	['D', 'F', 'B', 'D', 'G']
dep	[105, 16, 17]			[105, 18, 18]	ni	['H', 'K', 'K', 'K', 'K']
zero		あなた自身が	[106, 9]	[106, 22, 22]	ga	['A', 'A', 'A', 'A', 'A']
