type	dep_arg_span	filler	insert_position	pred	casemk	answers
zero		私が	[41, 0]	[41, 0, 1]	ga	['A', 'A', 'A', 'A', 'D']
zero		部長が	[43, 3]	[43, 13, 13]	ga	['A', 'A', 'D', 'A', 'A']
zero		部長が	[45, 1]	[45, 6, 6]	ga	['D', 'D', 'F', 'D', 'D']
zero		部長に	[46, 2]	[46, 6, 6]	ga	['D', 'F', 'D', 'D', 'D']
dep	[48, 8, 9]			[48, 10, 11]	ga	['D', 'F', 'F', 'F', 'F']
dep	[49, 0, 10]			[49, 11, 11]	o	['K', 'K', 'K', 'K', 'K']
dep	[50, 0, 3]			[50, 6, 6]	o	['K', 'K', 'D', 'K', 'H']
dep	[51, 0, 2]			[51, 3, 3]	ga	['H', 'H', 'H', 'J', 'H']
zero		二人が	[55, 2]	[55, 6, 6]	ga	['A', 'A', 'A', 'A', 'A']
zero		部長が	[58, 0]	[58, 2, 2]	ga	['A', 'A', 'A', 'A', 'A']
dep	[60, 2, 10]			[60, 11, 11]	ga	['K', 'K', 'K', 'K', 'K']
zero		その綜合商社の取引上の事件が	[61, 1]	[61, 8, 9]	o	['A', 'A', 'A', 'D', 'A']
dep	[62, 0, 7]			[62, 11, 11]	ga	['K', 'K', 'K', 'K', 'K']
dep	[63, 13, 17]			[63, 18, 18]	ga	['K', 'K', 'K', 'K', 'H']
dep	[65, 0, 1]			[65, 4, 4]	ga	['H', 'F', 'D', 'D', 'F']
zero		眼が	[66, 1]	[66, 4, 4]	ga	['A', 'A', 'A', 'A', 'A']
zero		氏が	[67, 0]	[67, 3, 3]	ga	['D', 'F', 'D', 'D', 'D']
zero		三村が	[70, 4]	[70, 11, 11]	ga	['A', 'A', 'A', 'A', 'A']
zero		三村が	[72, 1]	[72, 2, 3]	ga	['A', 'A', 'A', 'A', 'A']
zero		二人が	[74, 0]	[74, 3, 3]	ga	['A', 'D', 'A', 'D', 'D']
zero		二人が	[75, 2]	[75, 7, 7]	ga	['A', 'A', 'D', 'A', 'A']
dep	[76, 2, 3]			[76, 5, 5]	ga	['H', 'I', 'H', 'K', 'F']
dep	[78, 10, 13]			[78, 14, 14]	ga	['H', 'H', 'K', 'K', 'H']
zero		友人たちの殆どが	[80, 6]	[80, 15, 15]	ga	['A', 'A', 'A', 'A', 'A']
zero		彼女に	[81, 3]	[81, 8, 8]	ga	['F', 'F', 'D', 'E', 'D']
zero		三村が	[82, 0]	[82, 0, 0]	ga	['D', 'A', 'F', 'D', 'D']
zero		二人が	[83, 11]	[83, 27, 27]	ga	['A', 'A', 'A', 'D', 'A']
dep	[84, 2, 3]			[84, 6, 6]	ga	['F', 'H', 'F', 'K', 'F']
zero		近くの家に	[86, 7]	[86, 21, 21]	ni	['A', 'A', 'E', 'A', 'A']
zero		いかにも都合よく疵痕を隠してくれるような、あのような化粧が	[89, 3]	[89, 6, 6]	ga	['A', 'A', 'A', 'A', 'A']
dep	[91, 0, 2]			[91, 5, 5]	ga	['H', 'H', 'F', 'K', 'H']
dep	[94, 0, 3]			[94, 4, 4]	ga	['H', 'H', 'H', 'K', 'H']
dep	[95, 0, 6]			[95, 10, 10]	ga	['H', 'H', 'F', 'K', 'G']
zero		あんたが	[96, 7]	[96, 14, 15]	ga	['D', 'A', 'F', 'D', 'D']
dep	[98, 0, 3]			[98, 4, 4]	ga	['H', 'H', 'H', 'K', 'H']
zero		彼女が	[99, 7]	[99, 21, 21]	ga	['A', 'A', 'A', 'A', 'A']
zero		彼女が	[101, 3]	[101, 9, 9]	ga	['A', 'A', 'D', 'D', 'D']
dep	[102, 0, 1]			[102, 7, 7]	ga	['H', 'F', 'F', 'G', 'F']
dep	[103, 0, 1]			[103, 10, 11]	ga	['D', 'F', 'F', 'K', 'F']
dep	[105, 6, 10]			[105, 11, 11]	ga	['H', 'J', 'F', 'G', 'F']
dep	[106, 18, 19]			[106, 20, 20]	ga	['H', 'H', 'K', 'K', 'H']
dep	[107, 14, 16]			[107, 17, 18]	o	['K', 'K', 'K', 'K', 'K']
dep	[108, 0, 2]			[108, 5, 5]	ga	['F', 'F', 'F', 'D', 'F']
zero		二人の結ばれ方が	[109, 6]	[109, 23, 24]	o	['D', 'D', 'D', 'K', 'D']
dep	[110, 0, 2]			[110, 5, 6]	ga	['H', 'K', 'F', 'K', 'K']
zero		二人の結ばれ方が	[111, 0]	[111, 5, 5]	o	['F', 'D', 'D', 'A', 'D']
zero		三村に	[112, 0]	[112, 1, 1]	ni	['A', 'A', 'A', 'A', 'A']
zero		三村が	[115, 3]	[115, 10, 10]	ga	['A', 'A', 'D', 'A', 'A']
zero		三村が	[116, 6]	[116, 14, 14]	ga	['A', 'A', 'D', 'A', 'D']
dep	[117, 6, 7]			[117, 8, 8]	ga	['H', 'H', 'K', 'K', 'H']
dep	[118, 2, 3]			[118, 7, 7]	ga	['F', 'K', 'F', 'K', 'K']
zero		新婦が	[119, 5]	[119, 9, 9]	ga	['A', 'A', 'A', 'A', 'A']
