type	dep_arg_span	filler	insert_position	pred	casemk	answers
zero		大泥棒ってものが	[45, 2]	[45, 5, 5]	ga	['A', 'A', 'A', 'D', 'D']
zero		刑事が	[46, 3]	[46, 12, 12]	ga	['F', 'A', 'D', 'E', 'G']
dep	[47, 0, 7]			[47, 10, 10]	ga	['K', 'K', 'K', 'K', 'K']
dep	[49, 0, 2]			[49, 3, 3]	ga	['I', 'G', 'E', 'K', 'G']
dep	[50, 5, 24]			[50, 30, 30]	ga	['K', 'K', 'K', 'K', 'K']
dep	[52, 0, 2]			[52, 3, 3]	ga	['H', 'H', 'K', 'F', 'G']
dep	[54, 14, 16]			[54, 17, 17]	o	['K', 'K', 'K', 'K', 'K']
dep	[55, 7, 13]			[55, 14, 14]	ga	['K', 'K', 'K', 'K', 'K']
dep	[56, 0, 5]			[56, 16, 16]	ga	['K', 'K', 'K', 'K', 'K']
dep	[58, 3, 7]			[58, 12, 12]	ga	['K', 'J', 'K', 'K', 'K']
dep	[59, 0, 3]			[59, 4, 4]	ga	['H', 'H', 'F', 'F', 'K']
zero		船が	[61, 3]	[61, 8, 9]	ga	['A', 'A', 'D', 'D', 'D']
zero		船に	[63, 0]	[63, 2, 2]	ni	['D', 'D', 'D', 'D', 'D']
zero		船が	[64, 6]	[64, 17, 18]	ga	['A', 'A', 'D', 'D', 'D']
dep	[65, 0, 5]			[65, 10, 11]	ga	['F', 'F', 'F', 'F', 'F']
zero		この船が	[66, 2]	[66, 10, 10]	ga	['A', 'A', 'A', 'D', 'A']
zero		盗賊が	[67, 15]	[67, 37, 37]	ga	['A', 'A', 'A', 'A', 'A']
zero		盗賊が	[68, 4]	[68, 12, 12]	ga	['A', 'A', 'D', 'D', 'A']
zero		イギリスの犯罪人が	[70, 5]	[70, 14, 14]	ga	['A', 'A', 'A', 'A', 'A']
zero		領事が	[71, 2]	[71, 4, 4]	ga	['A', 'A', 'A', 'A', 'A']
dep	[72, 26, 27]			[72, 33, 33]	ga	['F', 'J', 'F', 'K', 'F']
zero		賊が	[73, 10]	[73, 29, 29]	ga	['A', 'A', 'A', 'A', 'A']
dep	[74, 0, 3]			[74, 14, 14]	ga	['H', 'H', 'F', 'K', 'H']
dep	[76, 30, 30]			[76, 31, 31]	o	['K', 'K', 'J', 'K', 'K']
zero		船が	[78, 4]	[78, 12, 12]	ga	['A', 'A', 'A', 'A', 'A']
dep	[79, 0, 5]			[79, 8, 8]	ga	['K', 'K', 'K', 'K', 'K']
dep	[80, 10, 14]			[80, 15, 15]	o	['K', 'K', 'K', 'K', 'K']
zero		上陸してくる船客が	[81, 1]	[81, 3, 4]	ga	['A', 'A', 'A', 'A', 'A']
zero		お前が	[82, 14]	[82, 33, 33]	ga	['A', 'A', 'A', 'A', 'A']
zero		その男が	[83, 4]	[83, 10, 10]	ga	['A', 'A', 'A', 'A', 'A']
zero		フィックスが	[84, 3]	[84, 9, 9]	ga	['A', 'A', 'A', 'A', 'A']
dep	[85, 5, 6]			[85, 7, 7]	ga	['K', 'K', 'K', 'K', 'K']
dep	[87, 0, 1]			[87, 2, 2]	ni	['F', 'F', 'F', 'K', 'D']
zero		私が	[98, 2]	[98, 8, 8]	ga	['F', 'A', 'F', 'D', 'D']
zero		その男は	[100, 6]	[100, 14, 14]	ga	['A', 'A', 'A', 'A', 'A']
zero		刑事が	[102, 2]	[102, 5, 5]	ga	['A', 'A', 'A', 'A', 'A']
zero		面会を	[103, 4]	[103, 8, 8]	o	['A', 'A', 'F', 'A', 'A']
dep	[104, 1, 2]			[104, 3, 3]	ga	['K', 'J', 'F', 'K', 'K']
dep	[105, 7, 8]			[105, 12, 12]	ga	['H', 'H', 'F', 'K', 'F']
zero		私が	[106, 7]	[106, 15, 16]	ga	['A', 'A', 'D', 'A', 'D']
zero		私が	[107, 4]	[107, 14, 14]	ga	['F', 'A', 'F', 'D', 'D']
dep	[108, 7, 8]			[108, 9, 9]	ga	['H', 'F', 'G', 'K', 'F']
dep	[109, 0, 1]			[109, 4, 4]	ga	['K', 'H', 'F', 'K', 'G']
zero		私が	[110, 3]	[110, 6, 6]	ga	['F', 'A', 'F', 'F', 'D']
zero		やつが	[111, 1]	[111, 6, 6]	ga	['F', 'A', 'D', 'D', 'D']
dep	[113, 29, 30]			[113, 31, 31]	ni	['K', 'K', 'K', 'K', 'K']
zero		やつが	[114, 5]	[114, 15, 15]	ga	['D', 'H', 'F', 'D', 'F']
dep	[115, 19, 20]			[115, 21, 21]	ga	['H', 'F', 'H', 'F', 'F']
zero		わしが	[116, 2]	[116, 6, 6]	ga	['A', 'A', 'A', 'A', 'A']
dep	[117, 8, 10]			[117, 11, 11]	ga	['K', 'K', 'K', 'K', 'K']
dep	[119, 10, 13]			[119, 17, 17]	ga	['I', 'D', 'D', 'L', 'F']
dep	[120, 0, 2]			[120, 3, 3]	ga	['F', 'F', 'F', 'F', 'F']
dep	[121, 0, 1]			[121, 6, 7]	ga	['K', 'K', 'K', 'K', 'K']
zero		主人が	[123, 1]	[123, 6, 6]	ga	['A', 'A', 'A', 'A', 'A']
zero		領事が	[124, 1]	[124, 7, 7]	ga	['A', 'A', 'A', 'A', 'A']
dep	[125, 4, 5]			[125, 21, 21]	ga	['H', 'F', 'K', 'K', 'K']
dep	[126, 0, 2]			[126, 3, 3]	ga	['H', 'H', 'F', 'K', 'H']
dep	[128, 7, 9]			[128, 10, 10]	ga	['H', 'H', 'H', 'F', 'F']
zero		こちらを	[130, 1]	[130, 6, 6]	o	['D', 'F', 'A', 'E', 'D']
zero		あなたが	[131, 1]	[131, 4, 4]	ga	['A', 'A', 'A', 'D', 'A']
dep	[136, 5, 11]			[136, 12, 12]	ga	['K', 'K', 'K', 'K', 'K']
