type	dep_arg_span	filler	insert_position	pred	casemk	answers
dep	[49, 0, 3]			[49, 4, 4]	ga	['K', 'K', 'K', 'K', 'K']
zero		元八郎が	[51, 0]	[51, 2, 2]	ga	['A', 'A', 'A', 'A', 'A']
zero		お前は	[52, 1]	[52, 8, 8]	ga	['D', 'A', 'D', 'D', 'G']
dep	[54, 0, 2]			[54, 5, 5]	ga	['F', 'H', 'H', 'K', 'K']
dep	[55, 7, 8]			[55, 9, 9]	o	['K', 'K', 'K', 'K', 'K']
dep	[57, 0, 2]			[57, 7, 8]	ga	['F', 'H', 'F', 'K', 'K']
zero		対馬藩士をはじめ、商人など六百人近い日本人に	[59, 6]	[59, 13, 13]	ga	['A', 'K', 'K', 'K', 'K']
dep	[60, 13, 14]			[60, 15, 15]	o	['K', 'K', 'K', 'K', 'H']
dep	[61, 0, 12]			[61, 13, 13]	ga	['K', 'K', 'K', 'K', 'K']
dep	[63, 4, 7]			[63, 8, 8]	ga	['H', 'K', 'K', 'K', 'K']
dep	[65, 4, 5]			[65, 6, 6]	ga	['I', 'K', 'F', 'K', 'I']
dep	[67, 3, 15]			[67, 16, 16]	o	['K', 'K', 'K', 'K', 'K']
zero		われらが	[68, 5]	[68, 15, 15]	ga	['A', 'A', 'A', 'A', 'A']
zero		私は	[69, 1]	[69, 4, 4]	ga	['A', 'A', 'D', 'D', 'D']
dep	[70, 5, 6]			[70, 7, 7]	ga	['F', 'H', 'F', 'F', 'F']
dep	[71, 21, 24]			[71, 25, 26]	ga	['K', 'K', 'F', 'K', 'K']
dep	[72, 0, 3]			[72, 6, 6]	ga	['K', 'K', 'K', 'K', 'K']
zero		朝鮮に	[74, 3]	[74, 6, 7]	ga	['F', 'F', 'A', 'D', 'D']
dep	[75, 0, 4]			[75, 8, 8]	ga	['K', 'J', 'F', 'K', 'K']
zero		私は	[77, 5]	[77, 14, 14]	ga	['A', 'A', 'D', 'D', 'D']
dep	[78, 3, 6]			[78, 10, 10]	ga	['K', 'K', 'K', 'K', 'K']
dep	[79, 0, 4]			[79, 10, 10]	ga	['F', 'K', 'K', 'K', 'K']
dep	[80, 1, 4]			[80, 5, 5]	ga	['K', 'K', 'K', 'K', 'K']
zero		私が	[81, 5]	[81, 13, 13]	ga	['D', 'A', 'D', 'A', 'D']
dep	[82, 0, 2]			[82, 4, 4]	ga	['F', 'D', 'F', 'F', 'F']
dep	[87, 0, 2]			[87, 5, 5]	ga	['F', 'H', 'F', 'K', 'F']
zero		町中から逃げてきた一人の庶民が	[89, 2]	[89, 5, 5]	ga	['A', 'A', 'A', 'A', 'A']
dep	[90, 2, 3]			[90, 4, 4]	ga	['F', 'H', 'K', 'K', 'H']
dep	[91, 0, 5]			[91, 6, 6]	ga	['K', 'K', 'K', 'K', 'K']
dep	[93, 4, 5]			[93, 6, 6]	ga	['D', 'K', 'F', 'K', 'K']
zero		対馬藩士ともあろう者が	[94, 1]	[94, 2, 2]	ga	['K', 'K', 'K', 'K', 'K']
dep	[95, 0, 8]			[95, 13, 13]	ga	['K', 'K', 'K', 'K', 'K']
dep	[97, 0, 3]			[97, 4, 4]	ga	['F', 'K', 'K', 'K', 'K']
dep	[98, 0, 2]			[98, 3, 3]	ga	['K', 'K', 'K', 'K', 'K']
dep	[99, 0, 1]			[99, 4, 4]	ga	['F', 'I', 'H', 'H', 'K']
dep	[100, 5, 7]			[100, 8, 8]	ga	['K', 'K', 'K', 'K', 'K']
dep	[102, 3, 6]			[102, 7, 7]	ga	['H', 'K', 'K', 'K', 'K']
dep	[103, 6, 7]			[103, 8, 8]	ga	['K', 'K', 'K', 'K', 'K']
dep	[105, 0, 3]			[105, 13, 13]	ga	['H', 'K', 'H', 'K', 'H']
zero		数江が	[106, 2]	[106, 6, 6]	ga	['A', 'A', 'A', 'A', 'A']
dep	[107, 0, 1]			[107, 4, 4]	ga	['F', 'H', 'K', 'K', 'K']
dep	[108, 1, 2]			[108, 5, 5]	ga	['F', 'K', 'K', 'K', 'K']
dep	[111, 0, 3]			[111, 4, 4]	ga	['I', 'K', 'K', 'K', 'K']
dep	[112, 3, 5]			[112, 6, 6]	ga	['K', 'K', 'K', 'K', 'K']
zero		はるかに野太くそして元八郎の記憶にある声が	[114, 1]	[114, 2, 2]	ga	['A', 'A', 'A', 'A', 'A']
dep	[116, 0, 2]			[116, 7, 7]	ga	['F', 'H', 'K', 'K', 'K']
dep	[118, 4, 9]			[118, 10, 10]	ga	['K', 'K', 'K', 'K', 'K']
zero		見聞役としてその秘事に触れてしまった元八郎に	[121, 7]	[121, 19, 19]	ni	['A', 'A', 'A', 'A', 'A']
dep	[123, 0, 2]			[123, 7, 7]	ga	['F', 'H', 'K', 'K', 'K']
dep	[124, 0, 4]			[124, 10, 10]	ga	['F', 'K', 'F', 'K', 'K']
dep	[125, 0, 3]			[125, 6, 6]	ga	['F', 'K', 'F', 'F', 'E']
dep	[126, 2, 5]			[126, 6, 6]	ga	['F', 'K', 'K', 'K', 'J']
dep	[127, 0, 4]			[127, 8, 8]	ga	['F', 'H', 'F', 'K', 'G']
dep	[129, 3, 4]			[129, 5, 5]	ga	['H', 'K', 'K', 'K', 'K']
dep	[130, 14, 15]			[130, 18, 18]	ni	['F', 'K', 'K', 'K', 'K']
zero		総馬が	[132, 0]	[132, 0, 0]	ga	['A', 'A', 'A', 'A', 'A']
dep	[135, 0, 2]			[135, 5, 5]	ga	['F', 'K', 'F', 'F', 'F']
dep	[136, 4, 6]			[136, 7, 7]	ga	['H', 'K', 'K', 'K', 'H']
dep	[139, 8, 9]			[139, 13, 13]	ni	['K', 'K', 'K', 'K', 'K']
zero		総馬が	[140, 3]	[140, 10, 10]	ga	['A', 'A', 'A', 'A', 'A']
zero		元八郎が	[141, 4]	[141, 10, 10]	ni	['A', 'A', 'A', 'D', 'A']
dep	[142, 0, 2]			[142, 3, 3]	ga	['H', 'K', 'H', 'H', 'H']
dep	[143, 18, 20]			[143, 21, 21]	ga	['K', 'K', 'K', 'K', 'K']
dep	[146, 0, 2]			[146, 7, 8]	ga	['F', 'K', 'K', 'K', 'K']
dep	[147, 11, 12]			[147, 13, 13]	o	['K', 'K', 'K', 'K', 'K']
dep	[148, 3, 4]			[148, 5, 5]	ga	['K', 'K', 'K', 'K', 'K']
dep	[149, 0, 2]			[149, 7, 7]	ga	['F', 'H', 'F', 'F', 'F']
dep	[151, 0, 2]			[151, 7, 7]	ga	['F', 'H', 'H', 'K', 'F']
dep	[152, 0, 3]			[152, 8, 8]	ga	['H', 'J', 'H', 'K', 'K']
dep	[154, 0, 2]			[154, 5, 5]	ga	['F', 'K', 'F', 'K', 'K']
dep	[156, 19, 26]			[156, 27, 27]	ga	['K', 'K', 'K', 'K', 'K']
zero		人垣が	[157, 2]	[157, 3, 3]	ga	['D', 'A', 'D', 'K', 'D']
zero		元八郎が	[159, 1]	[159, 7, 7]	ga	['A', 'A', 'A', 'A', 'A']
zero		元八郎が	[160, 0]	[160, 2, 2]	ga	['A', 'A', 'A', 'A', 'A']
dep	[161, 0, 1]			[161, 2, 2]	ga	['H', 'K', 'K', 'K', 'H']
zero		お前が	[162, 1]	[162, 6, 6]	ga	['A', 'A', 'A', 'A', 'B']
zero		総馬が	[164, 1]	[164, 3, 3]	ga	['A', 'A', 'A', 'A', 'A']
zero		総馬に	[166, 5]	[166, 11, 11]	ni	['A', 'A', 'A', 'A', 'A']
dep	[167, 0, 3]			[167, 4, 4]	ga	['D', 'A', 'D', 'K', 'J']
dep	[168, 0, 2]			[168, 4, 4]	ga	['F', 'K', 'K', 'K', 'K']
zero		数江が	[169, 1]	[169, 2, 2]	ga	['A', 'A', 'A', 'A', 'A']
dep	[171, 0, 2]			[171, 3, 3]	ga	['F', 'H', 'F', 'F', 'F']
dep	[173, 13, 17]			[173, 22, 22]	ga	['K', 'K', 'K', 'K', 'K']
dep	[174, 1, 5]			[174, 14, 14]	ga	['K', 'K', 'K', 'K', 'K']
dep	[175, 0, 1]			[175, 5, 5]	ga	['D', 'H', 'F', 'K', 'K']
zero		総馬が	[176, 0]	[176, 2, 2]	ga	['A', 'A', 'A', 'A', 'A']
dep	[177, 10, 11]			[177, 12, 12]	ga	['K', 'K', 'K', 'K', 'K']
zero		総馬が	[178, 2]	[178, 5, 5]	ga	['A', 'A', 'A', 'A', 'A']
dep	[180, 0, 3]			[180, 4, 4]	ga	['K', 'K', 'K', 'K', 'J']
zero		元八郎が	[181, 1]	[181, 2, 2]	ga	['A', 'A', 'A', 'A', 'A']
zero		総馬が	[183, 3]	[183, 7, 7]	ga	['A', 'A', 'A', 'A', 'A']
zero		総馬が	[184, 0]	[184, 3, 3]	ga	['A', 'A', 'D', 'A', 'A']
zero		私が	[187, 2]	[187, 5, 5]	ga	['A', 'A', 'D', 'D', 'D']
zero		私は	[188, 1]	[188, 4, 4]	ga	['F', 'A', 'D', 'D', 'D']
dep	[189, 0, 6]			[189, 10, 10]	ga	['H', 'K', 'K', 'K', 'K']
zero		私は	[190, 0]	[190, 4, 4]	ga	['D', 'D', 'D', 'F', 'D']
dep	[191, 0, 2]			[191, 3, 3]	ga	['F', 'H', 'H', 'K', 'H']
dep	[192, 0, 5]			[192, 9, 9]	ga	['H', 'J', 'K', 'K', 'K']
zero		私が	[195, 0]	[195, 2, 2]	ga	['D', 'A', 'A', 'D', 'D']
dep	[197, 0, 2]			[197, 10, 10]	ga	['D', 'H', 'F', 'F', 'F']
dep	[198, 0, 3]			[198, 10, 10]	o	['K', 'K', 'K', 'K', 'K']
dep	[199, 6, 9]			[199, 10, 10]	ga	['K', 'K', 'K', 'K', 'K']
dep	[200, 6, 7]			[200, 10, 10]	ga	['K', 'K', 'K', 'K', 'K']
dep	[201, 0, 2]			[201, 6, 6]	ga	['F', 'H', 'F', 'K', 'H']
zero		試合が	[202, 5]	[202, 10, 10]	ga	['A', 'A', 'A', 'A', 'A']
dep	[203, 0, 2]			[203, 3, 3]	ga	['F', 'H', 'F', 'K', 'H']
dep	[204, 5, 7]			[204, 8, 8]	ga	['H', 'K', 'K', 'K', 'K']
zero		総馬が	[205, 0]	[205, 4, 4]	ga	['A', 'A', 'A', 'A', 'A']
zero		総馬が	[206, 4]	[206, 9, 9]	ga	['A', 'A', 'A', 'A', 'A']
dep	[209, 0, 2]			[209, 6, 6]	ga	['F', 'H', 'F', 'K', 'H']
dep	[210, 13, 14]			[210, 15, 15]	ga	['K', 'K', 'K', 'K', 'K']
dep	[212, 0, 5]			[212, 8, 8]	ga	['K', 'K', 'K', 'K', 'K']
zero		元八郎が	[215, 0]	[215, 2, 2]	ga	['A', 'A', 'A', 'D', 'A']
zero		元八郎が	[216, 0]	[216, 7, 7]	ga	['D', 'A', 'A', 'D', 'D']
dep	[219, 2, 3]			[219, 7, 7]	ga	['F', 'F', 'F', 'I', 'I']
zero		総馬が	[220, 0]	[220, 9, 9]	ga	['A', 'A', 'A', 'A', 'A']
dep	[222, 0, 2]			[222, 9, 9]	ga	['F', 'K', 'F', 'K', 'F']
dep	[223, 0, 5]			[223, 12, 13]	ga	['K', 'K', 'K', 'K', 'K']
zero		全身の筋肉を	[224, 5]	[224, 10, 10]	o	['A', 'A', 'A', 'K', 'A']
dep	[225, 0, 2]			[225, 8, 8]	ga	['H', 'K', 'K', 'K', 'H']
zero		元八郎が	[226, 8]	[226, 19, 19]	ga	['A', 'A', 'A', 'A', 'A']
zero		総馬が	[227, 1]	[227, 9, 9]	ga	['A', 'A', 'A', 'A', 'A']
dep	[228, 5, 10]			[228, 11, 11]	ga	['K', 'K', 'K', 'K', 'K']
dep	[231, 0, 2]			[231, 3, 3]	ga	['K', 'K', 'K', 'K', 'K']
zero		元八郎が	[232, 1]	[232, 5, 5]	ga	['D', 'A', 'D', 'F', 'D']
dep	[233, 26, 34]			[233, 35, 36]	o	['K', 'K', 'K', 'K', 'K']
zero		元八郎が	[234, 10]	[234, 25, 25]	ga	['A', 'A', 'D', 'K', 'D']
zero		総馬が	[236, 2]	[236, 4, 4]	ga	['A', 'A', 'A', 'A', 'A']
zero		総馬に	[237, 4]	[237, 16, 16]	ga	['F', 'A', 'D', 'A', 'A']
zero		私は	[238, 1]	[238, 4, 4]	ga	['D', 'F', 'D', 'D', 'D']
dep	[240, 0, 2]			[240, 11, 11]	ga	['F', 'H', 'F', 'K', 'F']
zero		総馬に	[242, 5]	[242, 14, 14]	ga	['A', 'A', 'A', 'A', 'A']
zero		総馬が	[243, 4]	[243, 13, 13]	ga	['A', 'A', 'A', 'A', 'A']
dep	[244, 0, 2]			[244, 3, 3]	ga	['F', 'H', 'H', 'K', 'H']
zero		元八郎が	[245, 0]	[245, 0, 0]	ga	['A', 'A', 'A', 'A', 'D']
dep	[246, 12, 13]			[246, 14, 14]	ni	['G', 'K', 'K', 'K', 'K']
zero		宝蔵院一刀流が	[247, 2]	[247, 8, 8]	ga	['A', 'A', 'A', 'A', 'A']
dep	[248, 0, 1]			[248, 16, 16]	ga	['F', 'H', 'H', 'K', 'F']
zero		元八郎が	[249, 3]	[249, 6, 6]	ga	['A', 'A', 'A', 'A', 'A']
dep	[250, 0, 1]			[250, 8, 8]	ga	['F', 'H', 'F', 'K', 'F']
zero		元八郎が	[251, 5]	[251, 8, 8]	ga	['A', 'A', 'A', 'A', 'A']
zero		元八郎が	[253, 0]	[253, 7, 7]	ga	['A', 'A', 'A', 'A', 'A']
dep	[254, 0, 3]			[254, 4, 4]	ga	['K', 'K', 'K', 'K', 'K']
dep	[257, 6, 9]			[257, 12, 12]	ga	['F', 'K', 'H', 'K', 'F']
dep	[258, 2, 3]			[258, 6, 6]	ga	['K', 'K', 'K', 'K', 'K']
dep	[259, 0, 9]			[259, 10, 10]	o	['K', 'K', 'K', 'K', 'K']
zero		総馬が	[260, 1]	[260, 3, 3]	ga	['A', 'A', 'A', 'A', 'A']
dep	[263, 0, 1]			[263, 2, 2]	ga	['K', 'K', 'K', 'K', 'K']
dep	[264, 0, 8]			[264, 11, 11]	ga	['K', 'K', 'K', 'K', 'K']
zero		朝鮮の兵が	[265, 1]	[265, 5, 5]	ga	['A', 'A', 'A', 'A', 'A']
dep	[266, 0, 2]			[266, 5, 5]	ga	['F', 'K', 'K', 'K', 'K']
zero		元八郎が	[267, 0]	[267, 5, 5]	ga	['D', 'A', 'D', 'D', 'A']
dep	[269, 0, 2]			[269, 12, 12]	ga	['F', 'H', 'H', 'K', 'K']
dep	[271, 0, 2]			[271, 7, 7]	ga	['F', 'K', 'K', 'K', 'K']
dep	[272, 7, 8]			[272, 9, 9]	ga	['K', 'K', 'K', 'K', 'H']
zero		おぬしが	[274, 2]	[274, 4, 4]	ga	['A', 'A', 'A', 'A', 'A']
zero		おぬしが	[275, 0]	[275, 2, 2]	ga	['A', 'A', 'A', 'A', 'A']
dep	[276, 0, 2]			[276, 9, 9]	ga	['F', 'K', 'K', 'K', 'F']
zero		私が	[277, 1]	[277, 6, 6]	ga	['D', 'A', 'A', 'A', 'D']
zero		おぬしは	[279, 0]	[279, 4, 4]	ga	['F', 'H', 'D', 'K', 'D']
zero		おぬしが	[280, 0]	[280, 6, 6]	ga	['D', 'A', 'A', 'F', 'D']
zero		兵たちに	[281, 2]	[281, 3, 4]	ga	['D', 'A', 'A', 'D', 'A']
dep	[285, 0, 2]			[285, 8, 8]	ga	['F', 'H', 'F', 'K', 'H']
