type	dep_arg_span	filler	insert_position	pred	casemk	answers
zero		サウードが	[135, 1]	[135, 9, 9]	ga	['A', 'A', 'A', 'A', 'A']
dep	[136, 0, 3]			[136, 10, 10]	ga	['K', 'H', 'D', 'K', 'F']
dep	[137, 0, 3]			[137, 6, 6]	ga	['F', 'H', 'F', 'F', 'F']
dep	[139, 0, 7]			[139, 13, 13]	ni	['K', 'K', 'K', 'K', 'K']
dep	[140, 4, 6]			[140, 7, 7]	ni	['K', 'K', 'K', 'K', 'K']
dep	[141, 0, 3]			[141, 5, 5]	ga	['F', 'D', 'F', 'F', 'D']
dep	[142, 0, 3]			[142, 4, 4]	o	['F', 'F', 'K', 'K', 'F']
dep	[143, 0, 4]			[143, 7, 7]	ga	['I', 'H', 'K', 'H', 'I']
zero		サウードが	[144, 1]	[144, 3, 3]	ga	['A', 'A', 'A', 'A', 'A']
zero		ひろい城の中が	[146, 0]	[146, 1, 1]	ga	['A', 'A', 'A', 'A', 'A']
zero		ひろい城が	[147, 8]	[147, 28, 28]	ga	['A', 'A', 'D', 'A', 'A']
zero		サウードが	[148, 0]	[148, 0, 0]	ga	['F', 'F', 'D', 'D', 'D']
zero		サウードが	[149, 0]	[149, 1, 1]	ga	['D', 'D', 'D', 'D', 'D']
dep	[151, 0, 2]			[151, 3, 3]	ga	['K', 'K', 'K', 'K', 'K']
dep	[152, 8, 12]			[152, 22, 22]	ga	['K', 'K', 'K', 'K', 'G']
dep	[153, 34, 35]			[153, 38, 38]	ga	['D', 'F', 'F', 'F', 'D']
dep	[155, 0, 4]			[155, 9, 9]	ga	['K', 'K', 'K', 'K', 'H']
zero		かけてゆく少年の幻が	[157, 0]	[157, 1, 1]	ga	['A', 'A', 'A', 'A', 'A']
dep	[158, 19, 20]			[158, 21, 21]	ga	['F', 'H', 'F', 'F', 'J']
dep	[160, 0, 1]			[160, 4, 4]	ga	['F', 'A', 'F', 'F', 'F']
dep	[161, 9, 10]			[161, 11, 11]	o	['K', 'K', 'K', 'K', 'J']
