type	dep_arg_span	filler	insert_position	pred	casemk	answers
dep	[79, 0, 12]			[79, 13, 13]	ga	['K', 'K', 'K', 'K', 'K']
dep	[82, 8, 12]			[82, 13, 13]	ga	['K', 'K', 'K', 'K', 'K']
zero		自分が	[83, 6]	[83, 12, 12]	ga	['A', 'A', 'D', 'A', 'A']
zero		組織が	[84, 0]	[84, 1, 1]	ga	['D', 'D', 'D', 'D', 'D']
dep	[85, 0, 16]			[85, 18, 18]	ga	['K', 'K', 'K', 'K', 'K']
zero		組織が	[86, 5]	[86, 18, 18]	ga	['A', 'A', 'A', 'A', 'D']
dep	[87, 5, 9]			[87, 10, 10]	o	['H', 'H', 'K', 'K', 'H']
zero		竹原さんが	[88, 16]	[88, 55, 55]	ga	['A', 'A', 'A', 'A', 'A']
dep	[89, 29, 31]			[89, 32, 32]	ga	['K', 'K', 'K', 'K', 'K']
dep	[90, 39, 41]			[90, 42, 42]	o	['K', 'K', 'K', 'K', 'H']
dep	[91, 0, 38]			[91, 41, 41]	ga	['K', 'K', 'K', 'K', 'K']
dep	[92, 6, 8]			[92, 11, 11]	ga	['H', 'H', 'F', 'F', 'H']
dep	[94, 0, 2]			[94, 3, 3]	ga	['K', 'K', 'K', 'K', 'H']
dep	[96, 3, 9]			[96, 10, 10]	o	['K', 'K', 'K', 'K', 'K']
zero		昔話のわらしべ長者が	[97, 2]	[97, 5, 5]	ga	['A', 'A', 'A', 'A', 'A']
zero		わらしべ長者が	[98, 4]	[98, 14, 14]	ga	['A', 'A', 'D', 'D', 'A']
dep	[99, 1, 3]			[99, 12, 12]	ga	['H', 'K', 'K', 'K', 'H']
dep	[100, 24, 30]			[100, 31, 31]	o	['K', 'K', 'K', 'K', 'K']
zero		竹原さんが	[101, 1]	[101, 8, 8]	ga	['A', 'A', 'D', 'E', 'D']
zero		竹原さんが	[102, 3]	[102, 8, 9]	ga	['A', 'A', 'D', 'E', 'D']
dep	[103, 2, 3]			[103, 4, 4]	o	['H', 'J', 'K', 'K', 'H']
zero		どの情報を	[104, 5]	[104, 10, 10]	o	['A', 'A', 'A', 'A', 'A']
dep	[105, 4, 5]			[105, 6, 6]	ga	['K', 'K', 'K', 'K', 'F']
zero		これが	[106, 5]	[106, 12, 12]	ga	['A', 'A', 'A', 'A', 'A']
dep	[108, 4, 5]			[108, 6, 7]	o	['J', 'K', 'K', 'K', 'H']
dep	[113, 0, 5]			[113, 22, 22]	ga	['K', 'K', 'K', 'K', 'K']
dep	[116, 17, 20]			[116, 21, 21]	o	['K', 'K', 'K', 'K', 'K']
dep	[117, 6, 9]			[117, 10, 10]	ga	['K', 'H', 'K', 'K', 'H']
dep	[120, 4, 6]			[120, 7, 7]	o	['K', 'K', 'K', 'K', 'K']
dep	[121, 5, 8]			[121, 9, 9]	ni	['K', 'K', 'K', 'K', 'K']
dep	[123, 0, 4]			[123, 5, 5]	ga	['K', 'K', 'K', 'K', 'J']
dep	[124, 7, 8]			[124, 9, 9]	o	['K', 'H', 'K', 'K', 'H']
dep	[126, 3, 4]			[126, 5, 5]	ga	['K', 'K', 'K', 'K', 'K']
dep	[127, 9, 10]			[127, 11, 11]	ga	['K', 'K', 'K', 'K', 'H']
dep	[128, 0, 1]			[128, 2, 2]	o	['K', 'K', 'K', 'K', 'H']
dep	[131, 3, 4]			[131, 5, 5]	ga	['G', 'J', 'K', 'J', 'H']
dep	[132, 11, 12]			[132, 13, 13]	ga	['K', 'K', 'K', 'K', 'K']
dep	[134, 0, 1]			[134, 2, 2]	o	['H', 'K', 'K', 'K', 'H']
