type	dep_arg_span	filler	insert_position	pred	casemk	answers
dep	[99, 20, 23]			[99, 24, 24]	o	['K', 'K', 'K', 'K', 'K']
zero		野生のシカが	[100, 4]	[100, 10, 10]	ga	['A', 'A', 'A', 'A', 'A']
dep	[101, 2, 5]			[101, 6, 6]	ga	['F', 'D', 'D', 'F', 'A']
dep	[102, 6, 8]			[102, 10, 10]	ga	['K', 'K', 'K', 'K', 'K']
zero		エゾオオカミが	[103, 10]	[103, 31, 32]	o	['D', 'D', 'A', 'D', 'A']
zero		このエゾオオカミが	[104, 2]	[104, 8, 8]	ga	['A', 'A', 'A', 'A', 'A']
zero		このエゾオオカミが	[105, 0]	[105, 0, 0]	ga	['A', 'A', 'A', 'A', 'A']
zero		エゾオオカミが	[106, 14]	[106, 31, 31]	ga	['A', 'A', 'A', 'A', 'A']
dep	[107, 0, 2]			[107, 3, 3]	ga	['H', 'F', 'H', 'K', 'H']
zero		シベリアオオカミを	[108, 2]	[108, 7, 7]	o	['A', 'A', 'A', 'A', 'A']
zero		オオカミが	[109, 1]	[109, 5, 5]	ga	['A', 'A', 'A', 'A', 'A']
zero		石原都知事が	[111, 8]	[111, 32, 32]	ga	['A', 'A', 'A', 'A', 'A']
zero		石原都知事が	[112, 1]	[112, 3, 3]	ga	['A', 'A', 'D', 'A', 'D']
zero		日本にいるカラスは	[114, 1]	[114, 4, 4]	ga	['A', 'A', 'A', 'A', 'A']
zero		車で訪れた人たちが	[115, 8]	[115, 21, 21]	ga	['A', 'A', 'A', 'A', 'A']
zero		カラスが	[116, 0]	[116, 2, 2]	ga	['A', 'A', 'A', 'A', 'A']
dep	[117, 0, 4]			[117, 5, 5]	ga	['G', 'K', 'K', 'K', 'J']
dep	[118, 3, 8]			[118, 9, 10]	ga	['K', 'J', 'K', 'K', 'J']
zero		ゴミを捨てていく人間が	[119, 5]	[119, 14, 14]	ga	['A', 'A', 'A', 'A', 'A']
dep	[120, 4, 5]			[120, 6, 6]	ga	['K', 'H', 'K', 'K', 'K']
zero		カラスが	[121, 4]	[121, 12, 12]	ga	['A', 'A', 'A', 'A', 'A']
zero		カラスは	[122, 0]	[122, 2, 2]	ga	['A', 'D', 'D', 'A', 'D']
zero		カラスは	[123, 5]	[123, 17, 17]	ga	['F', 'D', 'F', 'D', 'D']
dep	[124, 0, 3]			[124, 20, 21]	ga	['K', 'K', 'K', 'K', 'K']
zero		何羽かのカラスが	[125, 12]	[125, 29, 30]	ga	['A', 'A', 'A', 'A', 'A']
zero		カラスが	[126, 6]	[126, 13, 13]	ga	['A', 'A', 'A', 'A', 'A']
dep	[127, 0, 2]			[127, 3, 3]	ga	['H', 'H', 'K', 'H', 'H']
zero		私が	[128, 4]	[128, 10, 10]	ga	['A', 'A', 'A', 'A', 'A']
zero		別のカラスが	[130, 16]	[130, 34, 34]	ga	['A', 'A', 'A', 'A', 'A']
zero		ボスに	[131, 4]	[131, 10, 10]	ni	['F', 'K', 'G', 'H', 'D']
dep	[132, 0, 5]			[132, 12, 12]	ga	['H', 'H', 'F', 'H', 'F']
dep	[133, 5, 6]			[133, 7, 7]	ga	['H', 'H', 'K', 'K', 'K']
dep	[134, 4, 5]			[134, 8, 8]	ga	['F', 'F', 'F', 'K', 'F']
zero		私が	[135, 12]	[135, 25, 26]	ga	['A', 'F', 'A', 'A', 'D']
zero		ゴルフ場でボーンと飛んでくるボールをくわえて逃げていくカラスが	[136, 7]	[136, 15, 15]	ga	['A', 'A', 'A', 'A', 'A']
dep	[137, 0, 4]			[137, 5, 5]	o	['K', 'K', 'K', 'K', 'K']
dep	[138, 7, 9]			[138, 10, 10]	ga	['K', 'K', 'K', 'K', 'K']
dep	[139, 38, 39]			[139, 40, 40]	o	['K', 'H', 'K', 'K', 'H']
zero		カラスが	[140, 9]	[140, 25, 25]	ga	['A', 'A', 'D', 'A', 'D']
zero		カラスが	[141, 8]	[141, 22, 22]	ga	['A', 'A', 'A', 'A', 'A']
dep	[142, 13, 14]			[142, 18, 18]	ga	['G', 'F', 'G', 'I', 'F']
zero		人間が	[143, 1]	[143, 3, 3]	ga	['D', 'A', 'E', 'F', 'D']
dep	[145, 3, 5]			[145, 8, 8]	ga	['K', 'K', 'K', 'K', 'K']
zero		スズメが	[146, 3]	[146, 4, 4]	ga	['A', 'A', 'A', 'A', 'A']
zero		スズメが	[147, 3]	[147, 7, 7]	ga	['A', 'A', 'A', 'D', 'D']
zero		スズメが	[148, 3]	[148, 7, 7]	ga	['A', 'A', 'A', 'A', 'A']
dep	[149, 15, 16]			[149, 17, 17]	o	['K', 'K', 'K', 'K', 'H']
zero		普通の鳥は地面に降りるとトコトコ歩きますが、スズメは両足をそろえてピョンピョン跳ねて移動するのが	[150, 6]	[150, 15, 15]	ga	['A', 'A', 'A', 'K', 'A']
dep	[151, 12, 16]			[151, 21, 22]	o	['K', 'K', 'K', 'K', 'J']
zero		スズメが	[152, 3]	[152, 8, 8]	ga	['A', 'A', 'A', 'A', 'D']
dep	[153, 3, 6]			[153, 7, 7]	ga	['K', 'K', 'K', 'K', 'K']
dep	[155, 7, 8]			[155, 11, 11]	o	['K', 'K', 'K', 'K', 'K']
dep	[156, 0, 2]			[156, 3, 3]	ga	['H', 'H', 'K', 'K', 'H']
zero		竹を	[157, 4]	[157, 7, 7]	o	['F', 'F', 'F', 'K', 'D']
dep	[159, 18, 23]			[159, 24, 24]	o	['K', 'K', 'K', 'K', 'K']
dep	[160, 0, 2]			[160, 3, 4]	o	['F', 'F', 'D', 'D', 'F']
dep	[161, 7, 8]			[161, 13, 13]	ga	['F', 'H', 'H', 'F', 'F']
dep	[162, 0, 1]			[162, 2, 2]	o	['F', 'H', 'F', 'H', 'F']
zero		当時の中国が	[163, 9]	[163, 27, 28]	ga	['A', 'A', 'A', 'A', 'A']
zero		中国全土から	[164, 13]	[164, 40, 40]	ga	['A', 'A', 'A', 'A', 'A']
dep	[165, 12, 13]			[165, 14, 14]	ga	['K', 'G', 'K', 'K', 'J']
dep	[166, 27, 30]			[166, 31, 31]	o	['K', 'K', 'K', 'K', 'J']
dep	[167, 5, 7]			[167, 13, 13]	ga	['F', 'F', 'G', 'F', 'F']
dep	[168, 4, 5]			[168, 6, 6]	ga	['H', 'H', 'K', 'K', 'H']
dep	[171, 4, 12]			[171, 13, 13]	ga	['K', 'K', 'K', 'K', 'K']
dep	[172, 0, 4]			[172, 5, 5]	o	['K', 'K', 'K', 'K', 'K']
dep	[173, 0, 1]			[173, 4, 4]	ga	['K', 'K', 'K', 'K', 'K']
zero		田んぼに	[178, 0]	[178, 2, 2]	ni	['F', 'A', 'D', 'K', 'A']
zero		トキが	[179, 1]	[179, 5, 5]	ga	['A', 'A', 'A', 'A', 'A']
dep	[180, 4, 5]			[180, 6, 7]	ga	['H', 'H', 'F', 'D', 'F']
zero		トキの運命を大きく変えたのに	[181, 1]	[181, 2, 2]	ni	['D', 'A', 'A', 'A', 'D']
dep	[182, 5, 10]			[182, 34, 34]	ga	['K', 'K', 'K', 'K', 'K']
dep	[183, 10, 12]			[183, 13, 13]	ga	['K', 'K', 'K', 'K', 'J']
dep	[184, 2, 3]			[184, 10, 10]	ga	['K', 'F', 'K', 'K', 'K']
zero		あわてた日本政府が	[185, 3]	[185, 11, 11]	ga	['A', 'A', 'A', 'A', 'A']
dep	[186, 2, 3]			[186, 4, 4]	ga	['K', 'K', 'K', 'J', 'K']
zero		あわてた日本政府が	[187, 2]	[187, 13, 13]	ga	['A', 'A', 'A', 'A', 'A']
dep	[188, 5, 6]			[188, 9, 9]	ga	['F', 'F', 'F', 'K', 'F']
dep	[189, 1, 2]			[189, 3, 3]	ga	['F', 'K', 'K', 'K', 'K']
dep	[190, 12, 13]			[190, 14, 14]	ga	['K', 'K', 'K', 'K', 'K']
dep	[191, 21, 22]			[191, 26, 26]	ga	['D', 'H', 'F', 'K', 'F']
zero		日本に	[192, 13]	[192, 43, 43]	ni	['D', 'F', 'F', 'D', 'K']
dep	[193, 21, 24]			[193, 25, 26]	ga	['H', 'K', 'K', 'K', 'K']
dep	[195, 14, 15]			[195, 16, 16]	ga	['F', 'D', 'F', 'K', 'K']
dep	[196, 12, 29]			[196, 30, 31]	ga	['K', 'K', 'K', 'K', 'K']
dep	[197, 0, 4]			[197, 7, 7]	ga	['K', 'K', 'K', 'K', 'K']
dep	[198, 0, 2]			[198, 7, 7]	ga	['K', 'K', 'K', 'K', 'K']
dep	[199, 10, 11]			[199, 12, 12]	ni	['F', 'A', 'F', 'J', 'D']
dep	[203, 20, 33]			[203, 34, 34]	ga	['K', 'K', 'K', 'K', 'K']
dep	[204, 39, 41]			[204, 42, 42]	o	['F', 'F', 'F', 'F', 'H']
dep	[206, 5, 8]			[206, 9, 9]	o	['F', 'H', 'F', 'F', 'K']
zero		アメリカなどが	[207, 3]	[207, 10, 10]	ga	['A', 'A', 'A', 'A', 'A']
dep	[208, 13, 14]			[208, 15, 15]	ga	['D', 'A', 'F', 'D', 'F']
dep	[209, 32, 39]			[209, 40, 40]	o	['K', 'K', 'K', 'K', 'K']
dep	[210, 19, 21]			[210, 27, 28]	o	['F', 'F', 'K', 'H', 'F']
dep	[211, 9, 10]			[211, 13, 13]	ga	['K', 'K', 'K', 'K', 'K']
zero		私どもが	[213, 4]	[213, 8, 8]	ga	['A', 'D', 'A', 'A', 'E']
dep	[214, 6, 7]			[214, 10, 10]	ga	['H', 'H', 'K', 'K', 'H']
dep	[215, 26, 29]			[215, 30, 31]	ga	['H', 'H', 'K', 'K', 'H']
dep	[216, 20, 21]			[216, 23, 23]	ga	['F', 'F', 'F', 'D', 'F']
dep	[217, 0, 1]			[217, 2, 2]	ga	['H', 'H', 'K', 'K', 'F']
dep	[218, 3, 4]			[218, 7, 7]	o	['K', 'K', 'K', 'K', 'K']
zero		クジラが	[220, 2]	[220, 6, 6]	ga	['F', 'D', 'F', 'D', 'D']
dep	[221, 3, 4]			[221, 5, 5]	ni	['F', 'K', 'K', 'K', 'F']
dep	[223, 8, 9]			[223, 10, 10]	o	['F', 'F', 'F', 'K', 'H']
zero		クジラが	[224, 1]	[224, 1, 1]	ga	['A', 'A', 'A', 'A', 'D']
dep	[226, 7, 13]			[226, 14, 14]	ga	['K', 'K', 'K', 'K', 'K']
